size_aana,size_ropani,location,floors,house_age_years,price_npr
45.6,2.85,Budhanilkantha,3.0,3,122541000.0
11.55,0.722,Kalanki,2.0,19,30086000.0
18.13,1.133,Gongabu,2.5,24,48580000.0
19.67,1.229,Boudha,2.0,7,71375000.0
19.05,1.191,Chabahil,1.0,5,67991000.0
3.09,0.193,Gongabu,0.0,13,7226000.0
7.43,0.464,Baneshwor,1.0,1,35179000.0
19.32,1.208,Boudha,1.0,5,67100000.0
10.25,0.641,Kalimati,1.0,2,38082000.0
18.16,1.135,Boudha,2.5,11,63282000.0
43.68,2.73,Baneshwor,3.0,27,159110000.0
11.41,0.713,Bhaktapur,1.0,11,26907000.0
2.23,0.139,New Baneshwor,1.0,5,8713000.0
8.39,0.524,Sanepa,3.0,16,49143000.0
17.38,1.086,New Baneshwor,2.5,29,61257000.0
10.25,0.641,Budhanilkantha,1.0,16,28228000.0
17.04,1.065,Baneshwor,2.0,3,73972000.0
16.49,1.031,Bhaktapur,1.0,20,33739000.0
6.57,0.411,Koteshwor,0.0,26,17579000.0
2.01,0.126,Sanepa,1.0,3,13944000.0
11.23,0.702,Sanepa,2.0,6,65089000.0
9.76,0.61,Jhamsikhel,3.0,2,55926000.0
8.95,0.559,Naxal,2.0,20,55688000.0
18.24,1.14,Jhamsikhel,3.0,25,90255000.0
6.12,0.383,Chabahil,1.0,0,22981000.0
6.05,0.378,Naxal,2.0,3,44351000.0
17.11,1.069,Sanepa,2.0,12,92228000.0
17.23,1.077,Budhanilkantha,2.0,4,48179000.0
5.68,0.355,Budhanilkantha,1.0,7,18088000.0
2.59,0.162,Sanepa,0.0,13,10486000.0
2.86,0.179,Koteshwor,2.0,3,13017000.0
16.85,1.053,Koteshwor,3.0,1,58001000.0
9.05,0.566,New Baneshwor,2.5,20,36357000.0
3.1,0.194,Kalanki,0.0,5,6922000.0
2.93,0.183,Sanepa,3.0,3,20497000.0
13.53,0.846,Baneshwor,2.5,8,56270000.0
6.55,0.409,Kirtipur,1.0,18,14308000.0
19.99,1.249,Kirtipur,3.0,3,49440000.0
29.28,1.83,Lazimpat,2.0,22,159830000.0
23.04,1.44,Kalimati,2.0,29,69467000.0
4.34,0.271,Jhamsikhel,1.0,4,23175000.0
5.1,0.319,Baluwatar,3.0,16,37577000.0
52.96,3.31,Bhaktapur,2.0,14,107897000.0
8.2,0.512,New Baneshwor,2.5,1,36042000.0
4.83,0.302,Baneshwor,2.5,16,21431000.0
9.84,0.615,Gongabu,1.0,0,31768000.0
8.92,0.557,Bhaktapur,2.5,18,17368000.0
47.36,2.96,Sanepa,2.5,13,253554000.0
11.84,0.74,Boudha,2.0,16,39940000.0
14.93,0.933,Lazimpat,1.0,5,90076000.0
7.22,0.451,Budhanilkantha,2.5,23,21331000.0
6.51,0.407,Kalanki,3.0,23,19139000.0
38.72,2.42,Koteshwor,2.0,29,108938000.0
13.18,0.824,Lazimpat,2.0,0,84052000.0
7.14,0.446,Koteshwor,1.0,15,24171000.0
3.02,0.189,Baneshwor,2.0,14,14492000.0
15.52,0.97,New Baneshwor,3.0,23,58679000.0
9.78,0.611,Koteshwor,0.0,24,27845000.0
4.04,0.253,Naxal,2.0,29,25106000.0
9.61,0.601,Naxal,2.0,26,56204000.0
6.83,0.427,Naxal,2.0,27,39732000.0
12.87,0.804,Baneshwor,1.0,6,55779000.0
13.67,0.854,Sanepa,2.0,29,67208000.0
6.52,0.407,Baneshwor,2.0,9,30410000.0
12.76,0.797,Chabahil,1.0,28,42645000.0
16.64,1.04,Sanepa,1.0,14,89398000.0
9.35,0.584,Kirtipur,2.0,16,24431000.0
10.1,0.631,New Baneshwor,1.0,0,42625000.0
19.59,1.224,Bhaktapur,2.0,16,43036000.0
3.67,0.229,Chabahil,0.0,26,11720000.0
15.02,0.939,Jhamsikhel,3.0,25,75618000.0
13.48,0.843,Gongabu,2.5,9,42033000.0
15.3,0.956,Lazimpat,0.0,14,83856000.0
6.87,0.429,Baluwatar,3.0,15,46994000.0
14.11,0.882,Kirtipur,2.0,17,30236000.0
16.49,1.031,New Baneshwor,2.0,18,62830000.0
15.37,0.961,Sanepa,3.0,23,80088000.0
28.8,1.8,Koteshwor,1.0,8,90685000.0
18.12,1.133,Gongabu,0.0,8,51108000.0
13.34,0.834,Chabahil,2.0,10,49342000.0
18.85,1.178,Naxal,2.0,27,107171000.0
9.99,0.624,Budhanilkantha,1.0,24,22549000.0
18.69,1.168,Chabahil,1.0,14,66205000.0
13.79,0.862,Sanepa,3.0,0,84054000.0
13.96,0.873,Baluwatar,2.5,6,95344000.0
3.99,0.249,Budhanilkantha,0.0,4,10234000.0
8.42,0.526,Kalimati,2.5,25,29913000.0
5.89,0.368,Kalanki,3.0,22,18013000.0
6.17,0.386,Kalimati,1.0,16,19240000.0
54.4,3.4,Kalanki,1.0,6,145781000.0
10.31,0.644,Baluwatar,2.0,29,62866000.0
10.27,0.642,Baneshwor,1.0,22,37818000.0
15.33,0.958,New Baneshwor,2.5,20,58707000.0
7.34,0.459,Baneshwor,0.0,21,26478000.0
12.48,0.78,Kalimati,2.0,1,46535000.0
5.0,0.312,Gongabu,2.0,14,15943000.0
19.75,1.234,Gongabu,2.0,8,57062000.0
14.22,0.889,Kirtipur,2.5,7,35560000.0
12.36,0.772,Sanepa,2.0,28,60659000.0
10.92,0.682,Boudha,1.0,28,34083000.0
50.88,3.18,New Baneshwor,1.0,2,199498000.0
15.98,0.999,Baluwatar,2.5,29,94730000.0
5.99,0.374,Budhanilkantha,1.0,25,14425000.0
14.55,0.909,Kalanki,2.5,23,39249000.0
24.0,1.5,Sanepa,2.0,6,135881000.0
9.28,0.58,Sanepa,2.0,14,51831000.0
23.68,1.48,Koteshwor,0.0,1,76084000.0
5.27,0.329,Baneshwor,3.0,7,26733000.0
11.24,0.703,Boudha,2.0,21,37272000.0
2.77,0.173,Bhaktapur,1.0,2,6119000.0
8.74,0.546,Chabahil,2.5,27,29453000.0
18.73,1.171,Kalimati,1.0,29,54460000.0
3.72,0.233,Gongabu,2.0,23,15393000.0
9.67,0.604,Kalanki,2.5,25,27890000.0
2.26,0.141,Kalimati,2.0,18,11243000.0
13.92,0.87,Boudha,2.0,27,43795000.0
13.77,0.861,Budhanilkantha,3.0,3,40542000.0
4.82,0.301,Lazimpat,2.0,9,30357000.0
6.35,0.397,Koteshwor,3.0,26,24721000.0
11.13,0.696,Kirtipur,2.0,14,25596000.0
13.87,0.867,Sanepa,1.0,16,73558000.0
13.46,0.841,Baneshwor,2.0,2,57777000.0
7.01,0.438,Gongabu,2.0,26,19613000.0
51.52,3.22,Baneshwor,2.5,14,200928000.0
15.46,0.966,Jhamsikhel,2.0,0,88896000.0
6.75,0.422,Baluwatar,3.0,28,44233000.0
16.11,1.007,Koteshwor,3.0,24,48588000.0
15.25,0.953,Chabahil,3.0,6,59431000.0
14.72,0.92,Chabahil,0.0,5,52467000.0
18.8,1.175,Jhamsikhel,2.5,26,90105000.0
17.29,1.081,Jhamsikhel,2.0,21,85997000.0
25.44,1.59,Budhanilkantha,0.0,21,59890000.0
4.39,0.274,Bhaktapur,0.0,10,10376000.0
17.56,1.097,Sanepa,2.0,9,98519000.0
14.73,0.921,Sanepa,2.0,10,81800000.0
18.71,1.169,Bhaktapur,2.0,13,42130000.0
19.66,1.229,Lazimpat,3.0,3,124403000.0
12.68,0.792,Kalimati,3.0,10,45639000.0
18.95,1.184,Baneshwor,2.0,20,74576000.0
14.55,0.909,New Baneshwor,0.0,8,56672000.0
5.23,0.327,New Baneshwor,0.0,11,19731000.0
17.07,1.067,Naxal,0.0,13,101456000.0
19.3,1.206,Koteshwor,2.0,2,64394000.0
4.77,0.298,Kalimati,2.5,4,19645000.0
8.39,0.524,Chabahil,2.5,21,31513000.0
3.52,0.22,Boudha,3.0,19,16701000.0
19.57,1.223,New Baneshwor,1.0,23,69427000.0
17.92,1.12,Lazimpat,3.0,8,109470000.0
15.97,0.998,Koteshwor,1.0,13,50009000.0
9.13,0.571,New Baneshwor,3.0,16,37218000.0
10.55,0.659,Gongabu,1.0,17,28947000.0
32.48,2.03,Kalimati,3.0,19,101776000.0
13.35,0.834,Koteshwor,1.0,28,37543000.0
8.58,0.536,Gongabu,2.0,3,27478000.0
63.2,3.95,Bhaktapur,0.0,23,116329000.0
14.72,0.92,Naxal,2.5,13,92458000.0
7.61,0.476,Koteshwor,1.0,11,23752000.0
9.95,0.622,Kirtipur,2.5,9,25821000.0
8.25,0.516,Kalanki,2.0,17,23107000.0
5.59,0.349,Koteshwor,2.0,14,19999000.0
10.48,0.655,Chabahil,2.0,8,41010000.0
13.85,0.866,Gongabu,3.0,24,37594000.0
11.25,0.703,Jhamsikhel,1.0,7,59665000.0
11.18,0.699,Baluwatar,2.0,12,77228000.0
18.78,1.174,Jhamsikhel,2.0,12,98774000.0
55.84,3.49,Baneshwor,1.0,20,206472000.0
12.87,0.804,Naxal,3.0,5,85399000.0
16.14,1.009,Koteshwor,3.0,2,57147000.0
16.33,1.021,Chabahil,3.0,29,55493000.0
5.93,0.371,Budhanilkantha,2.0,25,18800000.0
16.27,1.017,Boudha,2.0,19,54629000.0
10.25,0.641,Baluwatar,1.0,14,64821000.0
24.32,1.52,Chabahil,3.0,7,89453000.0
10.43,0.652,Budhanilkantha,2.5,16,30618000.0
12.74,0.796,Baneshwor,3.0,6,58559000.0
16.9,1.056,Naxal,2.0,12,103452000.0
11.18,0.699,Budhanilkantha,0.0,20,26954000.0
17.35,1.084,Jhamsikhel,2.5,8,93018000.0
15.92,0.995,Budhanilkantha,2.0,24,39487000.0
14.52,0.907,Koteshwor,2.5,10,50819000.0
5.79,0.362,Chabahil,2.0,25,20816000.0
18.69,1.168,Lazimpat,0.0,21,101158000.0
7.27,0.454,Sanepa,3.0,20,42032000.0
43.68,2.73,Budhanilkantha,2.0,26,100257000.0
12.79,0.799,Naxal,2.5,19,79081000.0
8.12,0.507,Kalimati,0.0,12,26960000.0
16.3,1.019,New Baneshwor,1.0,27,57028000.0
17.29,1.081,Koteshwor,1.0,9,54690000.0
4.97,0.311,Jhamsikhel,1.0,14,25326000.0
8.15,0.509,Gongabu,2.0,12,23464000.0
58.72,3.67,Kirtipur,2.5,19,123131000.0
7.3,0.456,Kalimati,2.5,2,29929000.0
17.41,1.088,Kalimati,3.0,17,57528000.0
7.38,0.461,New Baneshwor,1.0,15,27738000.0
17.54,1.096,Kalimati,1.0,19,54357000.0
4.1,0.256,Kirtipur,2.0,28,12314000.0
12.5,0.781,Kirtipur,2.0,25,25875000.0
20.16,1.26,Baluwatar,2.0,22,125584000.0
12.09,0.756,Sanepa,0.0,19,62029000.0
16.04,1.002,New Baneshwor,2.0,25,56248000.0
6.07,0.379,Boudha,2.0,26,21394000.0
13.1,0.819,Baluwatar,2.0,10,85735000.0
9.62,0.601,Boudha,1.0,29,30278000.0
6.32,0.395,Budhanilkantha,0.0,1,16866000.0
19.81,1.238,New Baneshwor,1.0,0,79727000.0
18.16,1.135,Budhanilkantha,2.5,14,46151000.0
2.93,0.183,Koteshwor,1.0,21,9774000.0
8.45,0.528,Baluwatar,2.5,12,57470000.0
15.71,0.982,Boudha,2.0,12,53006000.0
2.3,0.144,Lazimpat,3.0,4,19452000.0
7.61,0.476,Kalimati,1.0,5,29394000.0
7.98,0.499,Bhaktapur,2.5,24,18874000.0
15.92,0.995,New Baneshwor,2.0,14,60383000.0
6.17,0.386,Baluwatar,2.0,2,45780000.0
18.19,1.137,Boudha,1.0,17,59419000.0
11.57,0.723,Bhaktapur,1.0,13,23654000.0
16.89,1.056,Koteshwor,1.0,29,46262000.0
17.83,1.114,Kalimati,1.0,2,64153000.0
17.06,1.066,Kalanki,3.0,6,50418000.0
7.7,0.481,Sanepa,2.0,15,43783000.0
9.17,0.573,Lazimpat,2.5,1,61877000.0
2.15,0.134,Boudha,2.5,23,8619000.0
9.81,0.613,New Baneshwor,2.0,14,37772000.0
18.23,1.139,Bhaktapur,1.0,5,39316000.0
17.43,1.089,Kalanki,2.5,23,46111000.0
29.44,1.84,Baneshwor,1.0,22,110595000.0
7.48,0.468,Baluwatar,1.0,8,51792000.0
9.56,0.598,Sanepa,2.0,19,50486000.0
9.96,0.623,Boudha,3.0,9,38000000.0
8.13,0.508,Kalanki,0.0,8,20624000.0
2.43,0.152,Kalimati,3.0,20,11570000.0
20.96,1.31,New Baneshwor,3.0,1,87024000.0
2.17,0.136,Chabahil,0.0,2,7694000.0
16.07,1.004,Kalimati,1.0,10,53578000.0
2.11,0.132,Boudha,1.0,25,7465000.0
15.53,0.971,Chabahil,2.0,14,54100000.0
6.07,0.379,Budhanilkantha,0.0,20,13838000.0
33.28,2.08,Kalimati,2.0,28,97087000.0
2.92,0.182,Kirtipur,2.5,27,8912000.0
9.1,0.569,Boudha,2.0,13,32151000.0
4.77,0.298,Lazimpat,2.5,19,29435000.0
9.35,0.584,Budhanilkantha,1.0,15,24809000.0
5.48,0.343,Sanepa,3.0,29,32654000.0
18.12,1.133,Jhamsikhel,1.0,3,99534000.0
16.87,1.054,Jhamsikhel,2.0,8,90520000.0
4.81,0.301,Naxal,2.0,29,29561000.0
16.29,1.018,Jhamsikhel,2.0,2,88126000.0
19.73,1.233,Boudha,2.0,1,74699000.0
17.31,1.082,Koteshwor,0.0,13,51013000.0
16.82,1.051,Budhanilkantha,0.0,22,39502000.0
57.76,3.61,Gongabu,1.0,27,144503000.0
15.78,0.986,Budhanilkantha,2.0,1,44459000.0
14.13,0.883,Chabahil,1.0,12,49658000.0
12.7,0.794,Sanepa,2.5,1,75248000.0
14.46,0.904,Bhaktapur,1.0,7,30866000.0
5.94,0.371,Koteshwor,2.0,4,22114000.0
49.12,3.07,Naxal,1.0,1,316882000.0
7.98,0.499,Kalanki,0.0,11,21827000.0
43.36,2.71,Bhaktapur,2.0,0,96444000.0
7.33,0.458,Jhamsikhel,3.0,24,41681000.0
11.84,0.74,Koteshwor,2.0,4,43706000.0
17.53,1.096,Kirtipur,1.0,21,35535000.0
19.9,1.244,Kirtipur,2.5,23,44855000.0
13.06,0.816,Baluwatar,1.0,5,89234000.0
32.8,2.05,Koteshwor,2.5,13,101964000.0
17.07,1.067,Bhaktapur,1.0,28,31110000.0
7.19,0.449,Jhamsikhel,1.0,13,38419000.0
26.08,1.63,Baluwatar,1.0,27,151318000.0
16.82,1.051,Koteshwor,2.0,4,56888000.0
8.91,0.557,Baneshwor,2.0,1,38954000.0
4.48,0.28,New Baneshwor,2.5,10,20429000.0
11.57,0.723,Baneshwor,0.0,25,41000000.0
7.5,0.469,Budhanilkantha,2.0,16,22808000.0
7.67,0.479,Jhamsikhel,2.0,18,42049000.0
14.61,0.913,Gongabu,2.5,8,46116000.0
15.14,0.946,Sanepa,2.5,12,85934000.0
13.11,0.819,Gongabu,1.0,21,35768000.0
61.92,3.87,Koteshwor,1.0,15,184674000.0
11.2,0.7,Kalanki,3.0,6,33787000.0
6.21,0.388,Budhanilkantha,1.0,25,15890000.0
6.54,0.409,Sanepa,2.0,5,40667000.0
16.58,1.036,Gongabu,1.0,26,43426000.0
18.4,1.15,Gongabu,2.5,13,54393000.0
50.88,3.18,Bhaktapur,1.0,21,96546000.0
10.18,0.636,Bhaktapur,2.0,10,24383000.0
4.17,0.261,Kalanki,2.0,27,14441000.0
11.11,0.694,Boudha,0.0,13,35185000.0
10.13,0.633,Gongabu,3.0,29,29401000.0
8.97,0.561,Kalanki,2.0,14,27353000.0
3.11,0.194,Baneshwor,2.0,22,14104000.0
10.59,0.662,Baluwatar,2.0,6,73921000.0
8.09,0.506,Naxal,1.0,0,53819000.0
3.05,0.191,Jhamsikhel,0.0,0,16782000.0
12.39,0.774,Naxal,1.0,28,68720000.0
18.34,1.146,Chabahil,1.0,17,59648000.0
16.48,1.03,Boudha,2.0,26,52812000.0
12.56,0.785,Kirtipur,1.0,3,32755000.0
13.34,0.834,Baneshwor,2.0,29,48500000.0
56.96,3.56,Boudha,1.0,22,173913000.0
2.73,0.171,Baneshwor,2.0,21,14052000.0
63.04,3.94,Kirtipur,0.0,20,125896000.0
4.38,0.274,Boudha,2.0,14,17362000.0
5.89,0.368,Naxal,2.5,0,42232000.0
16.87,1.054,Budhanilkantha,1.0,17,41179000.0
13.37,0.836,Naxal,2.0,24,77540000.0
19.24,1.202,Lazimpat,1.0,13,109375000.0
5.33,0.333,Baluwatar,2.0,4,39133000.0
17.07,1.067,Kalimati,2.0,26,52738000.0
49.6,3.1,Budhanilkantha,2.0,28,112405000.0
17.39,1.087,Baneshwor,2.0,28,65385000.0
2.13,0.133,Jhamsikhel,0.0,2,11064000.0
19.9,1.244,New Baneshwor,2.0,8,78680000.0
7.95,0.497,Lazimpat,2.5,15,46882000.0
18.86,1.179,Koteshwor,1.0,24,54622000.0
3.06,0.191,Kalanki,2.0,5,10448000.0
60.0,3.75,Chabahil,2.0,10,210732000.0
9.45,0.591,Chabahil,2.0,19,35807000.0
3.77,0.236,Jhamsikhel,3.0,2,26417000.0
6.26,0.391,New Baneshwor,0.0,24,21245000.0
14.2,0.887,Naxal,1.0,22,82762000.0
8.3,0.519,Boudha,2.5,10,30977000.0
17.74,1.109,New Baneshwor,2.5,21,68543000.0
5.26,0.329,Chabahil,1.0,21,18356000.0
9.56,0.598,Gongabu,2.0,26,25990000.0
46.72,2.92,Kirtipur,2.0,1,109529000.0
9.25,0.578,Koteshwor,2.0,22,30038000.0
4.39,0.274,Sanepa,2.5,11,27211000.0
18.33,1.146,Baneshwor,2.0,24,67556000.0
9.53,0.596,New Baneshwor,3.0,29,35305000.0
4.91,0.307,Naxal,1.0,24,27675000.0
2.45,0.153,Koteshwor,2.0,9,10317000.0
6.7,0.419,Bhaktapur,2.5,8,16514000.0
10.79,0.674,Koteshwor,1.0,22,31958000.0
12.79,0.799,Baneshwor,1.0,8,51723000.0
15.22,0.951,Chabahil,1.0,12,51242000.0
5.14,0.321,Naxal,0.0,2,31739000.0
5.53,0.346,Sanepa,2.0,12,32457000.0
18.03,1.127,Kirtipur,2.0,1,44992000.0
12.3,0.769,Baneshwor,1.0,18,49127000.0
6.44,0.403,Bhaktapur,2.0,1,19144000.0
3.47,0.217,Baneshwor,2.5,6,20499000.0
5.85,0.366,Kalimati,0.0,27,18244000.0
14.04,0.877,Jhamsikhel,1.0,8,72971000.0
16.64,1.04,Baluwatar,2.5,19,106620000.0
18.77,1.173,Budhanilkantha,2.5,9,52407000.0
17.84,1.115,Boudha,1.0,15,56380000.0
15.68,0.98,Gongabu,2.0,1,47342000.0
19.58,1.224,Gongabu,0.0,6,52663000.0
14.45,0.903,Lazimpat,1.0,17,79022000.0
45.6,2.85,New Baneshwor,2.0,12,172503000.0
9.69,0.606,Sanepa,1.0,21,51047000.0
9.3,0.581,Lazimpat,2.0,18,54618000.0
17.23,1.077,Gongabu,2.0,16,49224000.0
8.11,0.507,Jhamsikhel,3.0,24,44350000.0
16.56,1.035,Naxal,2.0,9,104084000.0
17.43,1.089,Boudha,1.0,1,61854000.0
13.62,0.851,New Baneshwor,1.0,25,48612000.0
16.44,1.028,Kirtipur,0.0,5,35360000.0
15.53,0.971,Baneshwor,3.0,7,67458000.0
17.45,1.091,Bhaktapur,3.0,8,39839000.0
17.71,1.107,Baneshwor,1.0,21,66714000.0
10.56,0.66,New Baneshwor,0.0,5,41087000.0
5.41,0.338,Kalimati,2.0,3,21192000.0
10.3,0.644,Chabahil,3.0,4,41154000.0
8.53,0.533,Bhaktapur,1.0,16,15332000.0
30.88,1.93,Jhamsikhel,1.0,13,157351000.0
6.87,0.429,Naxal,2.0,2,46749000.0
15.96,0.998,Boudha,1.0,28,48251000.0
22.24,1.39,Baluwatar,1.0,13,141739000.0
10.33,0.646,Naxal,2.0,22,60158000.0
10.53,0.658,Koteshwor,2.0,4,37215000.0
10.42,0.651,Koteshwor,2.5,28,33444000.0
4.47,0.279,Kalimati,1.0,15,15130000.0
13.89,0.868,Naxal,2.0,29,77713000.0
29.12,1.82,Jhamsikhel,1.0,4,157346000.0
3.9,0.244,Lazimpat,3.0,10,28264000.0
15.19,0.949,New Baneshwor,2.5,0,65346000.0
14.7,0.919,Baluwatar,2.0,3,100858000.0
6.22,0.389,Bhaktapur,0.0,22,9701000.0
20.96,1.31,Baneshwor,1.0,17,80349000.0
15.3,0.956,Naxal,2.0,10,95963000.0
15.92,0.995,Kalimati,0.0,21,47331000.0
7.77,0.486,Sanepa,2.5,6,49000000.0
17.96,1.123,Baneshwor,3.0,16,73612000.0
7.87,0.492,Kirtipur,1.0,9,18099000.0
58.56,3.66,Sanepa,0.0,26,280444000.0
5.33,0.333,Koteshwor,2.0,21,17876000.0
8.54,0.534,New Baneshwor,3.0,28,33461000.0
17.12,1.07,Kalanki,0.0,29,39789000.0
7.66,0.479,New Baneshwor,1.0,22,27615000.0
7.87,0.492,Koteshwor,3.0,1,31311000.0
56.48,3.53,Boudha,0.0,5,191287000.0
5.82,0.364,Boudha,2.5,27,21815000.0
2.26,0.141,Kalimati,3.0,26,11156000.0
19.15,1.197,Budhanilkantha,2.0,13,49497000.0
14.62,0.914,New Baneshwor,1.0,17,55420000.0
13.94,0.871,Bhaktapur,2.0,14,30792000.0
5.97,0.373,Baneshwor,0.0,0,24794000.0
17.35,1.084,Budhanilkantha,3.0,26,44846000.0
16.92,1.058,Boudha,3.0,15,60806000.0
13.31,0.832,Kalimati,1.0,28,38994000.0
15.42,0.964,Kalanki,2.0,25,37961000.0
13.15,0.822,Bhaktapur,2.0,25,26056000.0
6.35,0.397,Jhamsikhel,1.0,0,35610000.0
12.56,0.785,Bhaktapur,2.5,14,27753000.0
10.44,0.652,Gongabu,2.0,17,31075000.0
14.31,0.894,Boudha,0.0,21,40910000.0
3.0,0.188,Kalimati,2.0,4,11899000.0
59.04,3.69,Baluwatar,2.0,1,405277000.0
25.28,1.58,Gongabu,1.0,16,70050000.0
11.84,0.74,Kalimati,1.0,22,38891000.0
5.52,0.345,Kalimati,1.0,15,17430000.0
8.1,0.506,Kirtipur,2.0,17,20699000.0
17.86,1.116,Koteshwor,1.0,8,55557000.0
18.55,1.159,New Baneshwor,2.0,24,66348000.0
10.01,0.626,Kirtipur,1.0,20,22011000.0
16.61,1.038,Gongabu,2.0,2,51984000.0
19.74,1.234,New Baneshwor,3.0,3,83680000.0
49.76,3.11,Bhaktapur,0.0,0,106742000.0
29.76,1.86,Kalimati,2.5,7,103595000.0
5.94,0.371,Bhaktapur,1.0,25,10856000.0
2.48,0.155,New Baneshwor,1.0,19,10379000.0
19.32,1.208,Kirtipur,2.5,0,49208000.0
14.0,0.875,Koteshwor,1.0,20,43214000.0
17.43,1.089,Gongabu,2.0,13,50566000.0
17.4,1.087,Gongabu,2.0,13,51431000.0
5.21,0.326,Baneshwor,1.0,17,19757000.0
7.86,0.491,Chabahil,2.0,7,30574000.0
3.52,0.22,Chabahil,2.5,6,17975000.0
16.9,1.056,Chabahil,2.5,4,67292000.0
11.33,0.708,Boudha,1.0,7,40431000.0
18.71,1.169,Chabahil,2.0,28,60447000.0
16.79,1.049,Kirtipur,1.0,16,37329000.0
10.68,0.667,Kirtipur,2.0,6,26597000.0
12.49,0.781,Baneshwor,3.0,18,50647000.0
5.31,0.332,Baluwatar,2.0,28,35454000.0
7.03,0.439,Kalanki,2.0,27,21687000.0
6.63,0.414,Kalimati,0.0,3,24575000.0
16.49,1.031,Baneshwor,1.0,11,65249000.0
8.98,0.561,New Baneshwor,1.0,8,33092000.0
10.72,0.67,New Baneshwor,2.5,18,41906000.0
14.11,0.882,Koteshwor,2.0,20,42538000.0
16.09,1.006,Koteshwor,1.0,27,46575000.0
4.06,0.254,Bhaktapur,2.0,9,10591000.0
9.65,0.603,Naxal,1.0,22,56149000.0
18.99,1.187,Bhaktapur,1.0,1,41347000.0
8.23,0.514,Sanepa,1.0,17,43820000.0
17.93,1.121,Koteshwor,0.0,20,53482000.0
14.33,0.896,Jhamsikhel,2.0,29,69332000.0
5.06,0.316,New Baneshwor,3.0,11,24051000.0
4.96,0.31,Kalanki,1.0,21,12834000.0
11.28,0.705,Boudha,2.0,25,36994000.0
2.19,0.137,Baneshwor,3.0,6,14697000.0
2.63,0.164,Koteshwor,2.5,29,12754000.0
14.95,0.934,Lazimpat,1.0,8,88049000.0
10.57,0.661,Naxal,2.5,6,68897000.0
8.71,0.544,Bhaktapur,1.0,3,21266000.0
19.92,1.245,Kalimati,2.0,20,63085000.0
19.74,1.234,Bhaktapur,2.0,7,43476000.0
2.16,0.135,Lazimpat,2.5,25,16694000.0
4.17,0.261,Baneshwor,3.0,1,22822000.0
10.79,0.674,Boudha,2.0,25,35527000.0
13.29,0.831,Baluwatar,3.0,4,94388000.0
21.12,1.32,Kalimati,0.0,14,64363000.0
18.53,1.158,Gongabu,2.5,15,52264000.0
6.3,0.394,Kalanki,2.0,4,20183000.0
13.76,0.86,Sanepa,2.5,1,82740000.0
4.4,0.275,Jhamsikhel,2.5,17,25830000.0
4.13,0.258,New Baneshwor,0.0,26,11508000.0
14.13,0.883,Sanepa,2.0,25,71003000.0
12.54,0.784,Baluwatar,0.0,22,76610000.0
52.64,3.29,Koteshwor,2.0,14,161110000.0
10.4,0.65,Naxal,2.0,25,61112000.0
9.98,0.624,Budhanilkantha,2.0,15,28224000.0
17.55,1.097,Baneshwor,2.0,17,69363000.0
9.76,0.61,Baluwatar,3.0,3,71589000.0
54.08,3.38,Lazimpat,2.0,15,302241000.0
17.11,1.069,Budhanilkantha,1.0,18,42040000.0
19.52,1.22,Jhamsikhel,1.0,11,101268000.0
29.12,1.82,Gongabu,1.0,1,85383000.0
33.28,2.08,Boudha,2.5,9,114933000.0
11.39,0.712,Gongabu,2.5,0,36379000.0
10.56,0.66,Lazimpat,1.0,25,55672000.0
18.84,1.177,Budhanilkantha,0.0,10,47582000.0
19.76,1.235,Boudha,2.0,11,68438000.0
16.13,1.008,Baneshwor,2.0,26,56896000.0
6.73,0.421,Baneshwor,2.0,20,29041000.0
16.83,1.052,Baneshwor,3.0,0,75882000.0
15.14,0.946,Kalanki,2.0,12,41289000.0
14.4,0.9,New Baneshwor,1.0,1,59325000.0
13.25,0.828,New Baneshwor,3.0,18,49877000.0
12.98,0.811,New Baneshwor,2.0,26,49123000.0
17.61,1.101,Baluwatar,2.0,21,108297000.0
3.75,0.234,Baluwatar,3.0,3,30582000.0
23.2,1.45,Koteshwor,2.0,23,70369000.0
45.44,2.84,Naxal,2.0,17,266468000.0
2.52,0.158,Baluwatar,2.5,8,21515000.0
11.25,0.703,Koteshwor,1.0,26,32122000.0
6.25,0.391,Baluwatar,0.0,26,36919000.0
11.23,0.702,Kirtipur,3.0,15,29990000.0
6.39,0.399,New Baneshwor,2.0,7,28045000.0
9.0,0.562,Kirtipur,2.0,27,21993000.0
41.6,2.6,Kirtipur,1.0,17,86629000.0
17.07,1.067,Gongabu,3.0,24,47194000.0
15.26,0.954,Budhanilkantha,1.0,5,40753000.0
8.36,0.522,Budhanilkantha,0.0,24,19130000.0
19.55,1.222,Kalimati,2.5,17,64742000.0
19.7,1.231,Budhanilkantha,2.0,3,54963000.0
41.44,2.59,Naxal,1.0,25,226475000.0
2.55,0.159,Naxal,2.0,17,18866000.0
3.31,0.207,Baneshwor,2.0,11,16317000.0
11.81,0.738,Baluwatar,0.0,3,78135000.0
14.67,0.917,Sanepa,2.0,26,75295000.0
19.58,1.224,Lazimpat,2.0,26,101891000.0
6.8,0.425,Bhaktapur,2.0,11,16498000.0
17.21,1.076,Boudha,2.0,26,53712000.0
2.18,0.136,Baluwatar,1.0,19,14219000.0
15.79,0.987,Gongabu,1.0,14,43884000.0
14.47,0.904,Gongabu,0.0,6,40643000.0
12.97,0.811,Kalanki,2.0,23,32617000.0
